================================================================================
TCP Conversations
Filter:<No Filter>
                                                           |       <-      | |       ->      | |     Total     |    Relative    |   Duration   |
                                                           | Frames  Bytes | | Frames  Bytes | | Frames  Bytes |      Start     |              |
192.168.1.16:48808         <-> 8.138.11.46:30176               10 5496 bytes      14 1439 bytes      24 6935 bytes    63.097519000         9.8265
192.168.1.16:38410         <-> 114.132.204.167:30139           10 5493 bytes      14 1431 bytes      24 6924 bytes    66.108468000         0.1175
192.168.1.16:42898         <-> 8.134.150.230:30164             10 5496 bytes      14 1430 bytes      24 6926 bytes    66.171055000         0.1076
192.168.1.16:42902         <-> 8.134.150.230:30164             10 5496 bytes      14 1430 bytes      24 6926 bytes    66.199753000         0.0791
192.168.1.16:38420         <-> 114.132.204.167:30139           10 5493 bytes      14 1431 bytes      24 6924 bytes    66.213599000         1.3056
192.168.1.16:38424         <-> 114.132.204.167:30139           10 5493 bytes      14 1431 bytes      24 6924 bytes    66.255231000         1.2636
192.168.1.16:40750         <-> 113.46.128.79:30164             10 5496 bytes      14 1430 bytes      24 6926 bytes    66.271315000         0.1227
192.168.1.16:40762         <-> 113.46.128.79:30164             10 5496 bytes      14 1430 bytes      24 6926 bytes    66.381508000         9.9883
192.168.1.16:40346         <-> 113.45.75.182:30145             10 5496 bytes      14 1434 bytes      24 6930 bytes    68.718811000         0.0922
192.168.1.16:47206         <-> 110.41.59.54:30146              10 5493 bytes      14 1430 bytes      24 6923 bytes    69.914058000         0.1118
192.168.1.16:47386         <-> 8.163.70.125:30146              10 5493 bytes      14 1439 bytes      24 6932 bytes    70.014760000         0.0847
192.168.1.16:38276         <-> 8.138.203.45:30160              10 5496 bytes      14 1435 bytes      24 6931 bytes    70.407953000         0.0919
192.168.1.16:38290         <-> 8.138.203.45:30160              10 5496 bytes      14 1435 bytes      24 6931 bytes    70.493325000         0.1844
192.168.1.16:39596         <-> 193.112.105.63:30160            10 5496 bytes      14 1435 bytes      24 6931 bytes    70.670038000         9.8133
192.168.1.16:45038         <-> 8.134.111.16:30122              10 5493 bytes      14 1434 bytes      24 6927 bytes    72.765911000         0.1912
192.168.1.16:45040         <-> 8.134.111.16:30122              10 5493 bytes      14 1434 bytes      24 6927 bytes    72.802165000         0.1533
192.168.1.16:43626         <-> 175.178.252.224:30176           10 5496 bytes      14 1430 bytes      24 6926 bytes    72.913477000         0.1176
192.168.1.16:43636         <-> 175.178.252.224:30176           10 5496 bytes      14 1430 bytes      24 6926 bytes    73.020304000         0.1264
192.168.1.16:49312         <-> 8.138.11.46:30176               10 5496 bytes      14 1439 bytes      24 6935 bytes    73.135271000         0.0868
192.168.1.16:43652         <-> 175.178.252.224:30176           10 5496 bytes      14 1430 bytes      24 6926 bytes    73.211606000         9.7988
192.168.1.16:38924         <-> 114.132.204.167:30139           10 5493 bytes      14 1431 bytes      24 6924 bytes    76.195139000         1.3603
192.168.1.16:38926         <-> 114.132.204.167:30139           10 5493 bytes      14 1431 bytes      24 6924 bytes    76.229214000         1.3299
192.168.1.16:43418         <-> 8.134.150.230:30164             10 5496 bytes      14 1430 bytes      24 6926 bytes    76.360828000         0.1091
192.168.1.16:48590         <-> 43.139.233.86:30139             11 5577 bytes      13 1371 bytes      24 6948 bytes    77.546787000         0.1268
192.168.1.16:48598         <-> 43.139.233.86:30139             10 5493 bytes      14 1431 bytes      24 6924 bytes    77.661592000         9.9893
192.168.1.16:47590         <-> 110.41.59.54:30146              10 5493 bytes      14 1430 bytes      24 6923 bytes    80.071778000         0.0967
192.168.1.16:47770         <-> 8.163.70.125:30146              10 5493 bytes      14 1439 bytes      24 6932 bytes    80.158014000         0.1025
192.168.1.16:47776         <-> 8.163.70.125:30146              10 5493 bytes      14 1439 bytes      24 6932 bytes    80.250181000         9.9883
192.168.1.16:38660         <-> 8.138.203.45:30160              10 5496 bytes      14 1435 bytes      24 6931 bytes    80.473624000         0.1134
192.168.1.16:38674         <-> 8.138.203.45:30160              10 5496 bytes      14 1435 bytes      24 6931 bytes    80.580479000         0.1765
192.168.1.16:38678         <-> 8.138.203.45:30160              10 5496 bytes      14 1435 bytes      24 6931 bytes    80.611601000         0.1479
192.168.1.16:41282         <-> 8.163.38.119:30138              10 5493 bytes      14 1430 bytes      24 6923 bytes    82.326387000         0.0835
192.168.1.16:46772         <-> 8.148.243.225:30138             10 5493 bytes      14 1430 bytes      24 6923 bytes    82.400172000         0.1289
192.168.1.16:46784         <-> 8.148.243.225:30138             10 5493 bytes      14 1430 bytes      24 6923 bytes    82.517190000        10.0233
192.168.1.16:45462         <-> 8.134.111.16:30122              10 5493 bytes      14 1434 bytes      24 6927 bytes    82.742389000         0.2987
192.168.1.16:45468         <-> 8.134.111.16:30122              11 5577 bytes      13 1374 bytes      24 6951 bytes    82.786049000         0.2554
192.168.1.16:49714         <-> 8.138.11.46:30176               10 5496 bytes      14 1439 bytes      24 6935 bytes    83.000884000         0.1210
192.168.1.16:48642         <-> 42.193.229.107:30122            10 5493 bytes      14 1435 bytes      24 6928 bytes    83.031543000         0.1144
192.168.1.16:49726         <-> 8.138.11.46:30176               10 5496 bytes      14 1439 bytes      24 6935 bytes    83.112307000         0.1888
192.168.1.16:48656         <-> 42.193.229.107:30122            10 5493 bytes      14 1435 bytes      24 6928 bytes    83.135741000         0.1144
192.168.1.16:49732         <-> 8.138.11.46:30176               10 5496 bytes      14 1439 bytes      24 6935 bytes    83.138387000         0.1655
192.168.1.16:45500         <-> 8.134.111.16:30122              10 5493 bytes      14 1434 bytes      24 6927 bytes    83.241340000         9.8818
192.168.1.16:43844         <-> 8.134.150.230:30164             10 5496 bytes      14 1430 bytes      24 6926 bytes    86.539240000         0.1389
192.168.1.16:43846         <-> 8.134.150.230:30164             10 5496 bytes      14 1430 bytes      24 6926 bytes    86.572375000         0.1064
192.168.1.16:41694         <-> 113.46.128.79:30164             10 5496 bytes      14 1430 bytes      24 6926 bytes    86.777912000         9.9904
192.168.1.16:39396         <-> 114.132.204.167:30139           10 5493 bytes      14 1431 bytes      24 6924 bytes    87.640312000         0.1120
192.168.1.16:49016         <-> 43.139.233.86:30139             10 5493 bytes      14 1431 bytes      24 6924 bytes    87.740655000         0.1256
192.168.1.16:47036         <-> 8.138.207.84:30145              10 5496 bytes      14 1435 bytes      24 6931 bytes    89.044948000         0.0777
192.168.1.16:41222         <-> 113.45.75.182:30145             10 5496 bytes      14 1434 bytes      24 6930 bytes    89.115228000         0.0958
192.168.1.16:48048         <-> 110.41.59.54:30146              10 5493 bytes      14 1430 bytes      24 6923 bytes    90.229315000         0.1046
192.168.1.16:48230         <-> 8.163.70.125:30146              10 5493 bytes      14 1439 bytes      24 6932 bytes    90.324975000         0.0936
192.168.1.16:48236         <-> 8.163.70.125:30146              10 5493 bytes      14 1439 bytes      24 6932 bytes    90.410893000         9.9890
192.168.1.16:39130         <-> 8.138.203.45:30160              10 5496 bytes      14 1435 bytes      24 6931 bytes    90.541891000         0.2965
192.168.1.16:39132         <-> 8.138.203.45:30160              10 5496 bytes      14 1435 bytes      24 6931 bytes    90.571914000         0.2707
192.168.1.16:40434         <-> 193.112.105.63:30160            10 5496 bytes      14 1435 bytes      24 6931 bytes    90.832182000         0.1104
192.168.1.16:40440         <-> 193.112.105.63:30160            10 5496 bytes      14 1435 bytes      24 6931 bytes    90.929727000         0.1231
192.168.1.16:39152         <-> 8.138.203.45:30160              10 5496 bytes      14 1435 bytes      24 6931 bytes    91.042862000         9.8760
192.168.1.16:37124         <-> 8.138.11.46:30176               10 5496 bytes      14 1439 bytes      24 6935 bytes    93.091455000         0.1108
192.168.1.16:49052         <-> 42.193.229.107:30122            10 5493 bytes      14 1435 bytes      24 6928 bytes    93.113796000         0.1961
192.168.1.16:49056         <-> 42.193.229.107:30122            10 5493 bytes      14 1435 bytes      24 6928 bytes    93.154162000         0.1573
192.168.1.16:37134         <-> 8.138.11.46:30176               10 5496 bytes      14 1439 bytes      24 6935 bytes    93.192304000         0.1534
192.168.1.16:37136         <-> 8.138.11.46:30176               10 5496 bytes      14 1439 bytes      24 6935 bytes    93.227578000         0.1217
192.168.1.16:44484         <-> 175.178.252.224:30176           10 5496 bytes      14 1430 bytes      24 6926 bytes    93.337731000         9.8446
192.168.1.16:44222         <-> 8.134.150.230:30164             10 5496 bytes      14 1430 bytes      24 6926 bytes    96.754946000         0.1253
192.168.1.16:44224         <-> 8.134.150.230:30164             10 5496 bytes      14 1430 bytes      24 6926 bytes    96.789538000         0.0914
192.168.1.16:42064         <-> 113.46.128.79:30164             10 5496 bytes      14 1430 bytes      24 6926 bytes    96.868072000         0.1054
192.168.1.16:42070         <-> 113.46.128.79:30164             10 5496 bytes      14 1430 bytes      24 6926 bytes    96.964432000         9.9894
192.168.1.16:39834         <-> 114.132.204.167:30139           10 5493 bytes      14 1431 bytes      24 6924 bytes    97.828377000         0.1113
192.168.1.16:49468         <-> 43.139.233.86:30139             10 5493 bytes      14 1431 bytes      24 6924 bytes    97.928330000         0.1171
192.168.1.16:48476         <-> 110.41.59.54:30146              10 5493 bytes      14 1430 bytes      24 6923 bytes   100.390146000         0.1082
192.168.1.16:48658         <-> 8.163.70.125:30146              10 5493 bytes      14 1439 bytes      24 6932 bytes   100.489169000         0.1061
192.168.1.16:40854         <-> 193.112.105.63:30160            10 5496 bytes      14 1435 bytes      24 6931 bytes   100.910191000         0.2195
192.168.1.16:40856         <-> 193.112.105.63:30160            10 5496 bytes      14 1435 bytes      24 6931 bytes   100.981107000         0.1482
192.168.1.16:39562         <-> 8.138.203.45:30160              10 5496 bytes      14 1435 bytes      24 6931 bytes   101.118278000         0.1172
192.168.1.16:39568         <-> 8.138.203.45:30160              10 5496 bytes      14 1435 bytes      24 6931 bytes   101.225427000         9.9858
192.168.1.16:42168         <-> 8.163.38.119:30138              10 5493 bytes      14 1430 bytes      24 6923 bytes   102.748918000         0.0871
192.168.1.16:47652         <-> 8.148.243.225:30138             11 5565 bytes      13 1358 bytes      24 6923 bytes   102.824941000         0.0848
192.168.1.16:37626         <-> 8.138.11.46:30176               10 5496 bytes      14 1439 bytes      24 6935 bytes   103.169562000         0.1093
192.168.1.16:37648         <-> 8.138.11.46:30176               10 5496 bytes      14 1439 bytes      24 6935 bytes   103.268290000         0.1823
192.168.1.16:37656         <-> 8.138.11.46:30176               10 5496 bytes      14 1439 bytes      24 6935 bytes   103.305157000         0.1452
192.168.1.16:49602         <-> 42.193.229.107:30122            10 5493 bytes      14 1435 bytes      24 6928 bytes   103.395596000         0.0944
192.168.1.16:46442         <-> 8.134.111.16:30122              10 5493 bytes      14 1434 bytes      24 6927 bytes   103.479538000         0.0835
192.168.1.16:44752         <-> 8.134.150.230:30164             10 5496 bytes      14 1430 bytes      24 6926 bytes   106.943799000         0.1126
192.168.1.16:44754         <-> 8.134.150.230:30164             10 5496 bytes      14 1430 bytes      24 6926 bytes   106.975575000         0.0800
192.168.1.16:49918         <-> 43.139.233.86:30139             10 5493 bytes      14 1431 bytes      24 6924 bytes   108.010582000         0.2419
192.168.1.16:49920         <-> 43.139.233.86:30139             10 5493 bytes      14 1431 bytes      24 6924 bytes   108.055500000         0.1958
192.168.1.16:40318         <-> 114.132.204.167:30139           10 5493 bytes      14 1431 bytes      24 6924 bytes   108.239393000         0.1145
192.168.1.16:40342         <-> 114.132.204.167:30139           10 5493 bytes      14 1431 bytes      24 6924 bytes   108.338878000         9.9958
192.168.1.16:47952         <-> 8.138.207.84:30145              10 5496 bytes      14 1435 bytes      24 6931 bytes   109.388146000         0.1134
192.168.1.16:42134         <-> 113.45.75.182:30145             10 5496 bytes      14 1434 bytes      24 6930 bytes   109.491955000         0.0948
192.168.1.16:48964         <-> 110.41.59.54:30146              10 5493 bytes      14 1430 bytes      24 6923 bytes   110.624763000         0.1094
